,organ_name,code,date
2041,长江证券,000930,2017-01-02
2042,长江证券,002035,2017-01-02
2043,长江证券,002041,2017-01-02
2044,长江证券,002094,2017-01-02
2045,长江证券,002293,2017-01-02
2046,长江证券,002508,2017-01-02
2047,长江证券,002582,2017-01-02
2048,长江证券,002640,2017-01-02
2049,长江证券,300233,2017-01-02
2050,长江证券,600054,2017-01-02
2051,长江证券,600258,2017-01-02
2052,长江证券,600297,2017-01-02
2053,长江证券,600298,2017-01-02
2054,长江证券,601607,2017-01-02
2055,长江证券,601689,2017-01-02
2056,长江证券,601933,2017-01-02
2057,国金证券,000826,2017-01-03
2058,国金证券,000830,2017-01-03
2059,国金证券,002391,2017-01-03
2060,国金证券,002564,2017-01-03
2061,国金证券,300161,2017-01-03
2062,国金证券,600138,2017-01-03
2063,国金证券,600519,2017-01-03
2064,国金证券,600547,2017-01-03
2065,国金证券,600685,2017-01-03
2066,国金证券,601989,2017-01-03
2067,长江证券,002078,2017-01-04
2068,长江证券,300068,2017-01-04
2069,长江证券,300124,2017-01-04
2070,长江证券,300190,2017-01-04
2071,长江证券,300259,2017-01-04
2072,长江证券,600015,2017-01-04
2073,长江证券,600036,2017-01-04
2074,长江证券,600109,2017-01-04
2075,长江证券,600110,2017-01-04
2076,长江证券,600116,2017-01-04
2077,长江证券,600452,2017-01-04
2078,长江证券,600900,2017-01-04
2079,长江证券,601211,2017-01-04
2080,长江证券,601628,2017-01-04
2081,长江证券,601968,2017-01-04
2082,长江证券,601998,2017-01-04
2083,长江证券,603588,2017-01-04
2084,长江证券,603611,2017-01-04
2085,长江证券,603898,2017-01-04
2086,东兴证券,000711,2017-01-05
2087,东兴证券,002105,2017-01-05
2088,东兴证券,002322,2017-01-05
2089,东兴证券,300216,2017-01-05
2090,东兴证券,300548,2017-01-05
2091,东兴证券,600518,2017-01-05
2092,东兴证券,600519,2017-01-05
2093,东兴证券,601233,2017-01-05
2094,东兴证券,000783,2017-01-07
2095,东兴证券,002105,2017-01-07
2096,东兴证券,002322,2017-01-07
2097,东兴证券,002583,2017-01-07
2098,东兴证券,300216,2017-01-07
2099,东兴证券,600518,2017-01-07
2100,东兴证券,600519,2017-01-07
2101,东兴证券,600718,2017-01-07
2102,东兴证券,600869,2017-01-07
2103,东兴证券,601233,2017-01-07
2104,长江证券,000423,2017-02-02
2105,长江证券,000651,2017-02-02
2106,长江证券,000785,2017-02-02
2107,长江证券,002262,2017-02-02
2108,长江证券,002293,2017-02-02
2109,长江证券,002344,2017-02-02
2110,长江证券,002508,2017-02-02
2111,长江证券,002714,2017-02-02
2112,长江证券,600138,2017-02-02
2113,长江证券,600258,2017-02-02
2114,长江证券,600297,2017-02-02
2115,长江证券,600298,2017-02-02
2116,长江证券,600598,2017-02-02
2117,长江证券,600872,2017-02-02
2118,长江证券,600987,2017-02-02
2119,长江证券,601689,2017-02-02
2120,中泰证券,000059,2017-02-05
2121,中泰证券,000963,2017-02-05
2122,中泰证券,000967,2017-02-05
2123,中泰证券,002068,2017-02-05
2124,中泰证券,002554,2017-02-05
2125,中泰证券,300426,2017-02-05
2126,中泰证券,600502,2017-02-05
2127,中泰证券,600507,2017-02-05
2128,中泰证券,600585,2017-02-05
2129,中泰证券,603026,2017-02-05
2130,中泰证券,603609,2017-02-05
2131,国金证券,000513,2017-02-05
2132,国金证券,000528,2017-02-05
2133,国金证券,000830,2017-02-05
2134,国金证券,002419,2017-02-05
2135,国金证券,300455,2017-02-05
2136,国金证券,600009,2017-02-05
2137,国金证券,600197,2017-02-05
2138,国金证券,600362,2017-02-05
2139,国金证券,601229,2017-02-05
2140,国金证券,601989,2017-02-05
2141,兴业证券,000963,2017-02-08
2142,兴业证券,000998,2017-02-08
2143,兴业证券,002041,2017-02-08
2144,兴业证券,002048,2017-02-08
2145,兴业证券,002088,2017-02-08
2146,兴业证券,002172,2017-02-08
2147,兴业证券,002241,2017-02-08
2148,兴业证券,002250,2017-02-08
2149,兴业证券,002372,2017-02-08
2150,兴业证券,002391,2017-02-08
2151,兴业证券,002519,2017-02-08
2152,兴业证券,002583,2017-02-08
2153,兴业证券,001293,2017-02-08
2154,兴业证券,300231,2017-02-08
2155,兴业证券,300265,2017-02-08
2156,兴业证券,300306,2017-02-08
2157,兴业证券,300408,2017-02-08
2158,兴业证券,600297,2017-02-08
2159,兴业证券,600309,2017-02-08
2160,兴业证券,600409,2017-02-08
2161,兴业证券,600426,2017-02-08
2162,兴业证券,600486,2017-02-08
2163,兴业证券,600487,2017-02-08
2164,兴业证券,600498,2017-02-08
2165,兴业证券,600511,2017-02-08
2166,兴业证券,600522,2017-02-08
2167,兴业证券,600596,2017-02-08
2168,兴业证券,601233,2017-02-08
2169,兴业证券,601888,2017-02-08
2170,兴业证券,601919,2017-02-08
2171,兴业证券,603609,2017-02-08
2172,国金证券,002573,2017-02-28
2173,国金证券,002601,2017-02-28
2174,国金证券,300136,2017-02-28
2175,国金证券,300228,2017-02-28
2176,国金证券,300324,2017-02-28
2177,国金证券,300436,2017-02-28
2178,国金证券,600019,2017-02-28
2179,国金证券,600428,2017-02-28
2180,国金证券,601166,2017-02-28
2181,国金证券,601888,2017-02-28
2182,长江证券,000596,2017-02-28
2183,长江证券,000651,2017-02-28
2184,长江证券,002094,2017-02-28
2185,长江证券,002229,2017-02-28
2186,长江证券,002262,2017-02-28
2187,长江证券,002293,2017-02-28
2188,长江证券,002344,2017-02-28
2189,长江证券,002433,2017-02-28
2190,长江证券,002508,2017-02-28
2191,长江证券,002567,2017-02-28
2192,长江证券,002714,2017-02-28
2193,长江证券,600166,2017-02-28
2194,长江证券,600297,2017-02-28
2195,长江证券,600987,2017-02-28
2196,长江证券,601888,2017-02-28
2197,长江证券,603589,2017-02-28
2198,中信建投,000400,2017-03-01
2199,中信建投,000401,2017-03-01
2200,中信建投,000404,2017-03-01
2201,中信建投,000695,2017-03-01
2202,中信建投,000967,2017-03-01
2203,中信建投,002087,2017-03-01
2204,中信建投,002831,2017-03-01
2205,中信建投,300342,2017-03-01
2206,中信建投,300579,2017-03-01
2207,中信建投,300595,2017-03-01
2208,中信建投,600110,2017-03-01
2209,中信建投,600325,2017-03-01
2210,中信建投,600717,2017-03-01
2211,中信建投,600809,2017-03-01
2212,联讯证券,000963,2017-03-10
2213,联讯证券,002074,2017-03-10
2214,联讯证券,002195,2017-03-10
2215,联讯证券,002573,2017-03-10
2216,联讯证券,002601,2017-03-10
2217,联讯证券,002709,2017-03-10
2218,联讯证券,300365,2017-03-10
2219,联讯证券,300377,2017-03-10
2220,联讯证券,600594,2017-03-10
2221,联讯证券,603026,2017-03-10
2222,联讯证券,002111,2017-03-17
2223,联讯证券,002195,2017-03-17
2224,联讯证券,002572,2017-03-17
2225,联讯证券,002773,2017-03-17
2226,联讯证券,300011,2017-03-17
2227,联讯证券,300377,2017-03-17
2228,联讯证券,300379,2017-03-17
2229,联讯证券,600309,2017-03-17
2230,联讯证券,601369,2017-03-17
2231,联讯证券,603588,2017-03-17
2232,联讯证券,000528,2017-03-24
2233,联讯证券,002024,2017-03-24
2234,联讯证券,002202,2017-03-24
2235,联讯证券,002739,2017-03-24
2236,联讯证券,300385,2017-03-24
2237,联讯证券,600160,2017-03-24
2238,联讯证券,600566,2017-03-24
2239,联讯证券,600606,2017-03-24
2240,联讯证券,600966,2017-03-24
2241,联讯证券,601008,2017-03-24
2242,联讯证券,000826,2017-03-31
2243,联讯证券,002108,2017-03-31
2244,联讯证券,002204,2017-03-31
2245,联讯证券,002460,2017-03-31
2246,联讯证券,600009,2017-03-31
2247,联讯证券,600217,2017-03-31
2248,联讯证券,600337,2017-03-31
2249,联讯证券,600566,2017-03-31
2250,联讯证券,601933,2017-03-31
2251,联讯证券,603993,2017-03-31
2252,长江证券,000596,2017-04-04
2253,长江证券,000651,2017-04-04
2254,长江证券,000888,2017-04-04
2255,长江证券,000921,2017-04-04
2256,长江证券,000998,2017-04-04
2257,长江证券,002087,2017-04-04
2258,长江证券,002094,2017-04-04
2259,长江证券,002462,2017-04-04
2260,长江证券,002714,2017-04-04
2261,长江证券,600297,2017-04-04
2262,长江证券,600518,2017-04-04
2263,长江证券,600741,2017-04-04
2264,长江证券,600872,2017-04-04
2265,长江证券,600987,2017-04-04
2266,长江证券,601888,2017-04-04
2267,长江证券,601933,2017-04-04
2268,华创证券,000888,2017-04-05
2269,华创证券,002206,2017-04-05
2270,华创证券,002311,2017-04-05
2271,华创证券,300116,2017-04-05
2272,华创证券,600036,2017-04-05
2273,华创证券,600420,2017-04-05
2274,华创证券,600519,2017-04-05
2275,华创证券,601006,2017-04-05
2276,华创证券,601933,2017-04-05
2277,华创证券,603808,2017-04-05
2278,国金证券,000418,2017-04-06
2279,国金证券,002601,2017-04-06
2280,国金证券,002635,2017-04-06
2281,国金证券,002683,2017-04-06
2282,国金证券,300197,2017-04-06
2283,国金证券,300228,2017-04-06
2284,国金证券,600179,2017-04-06
2285,国金证券,600685,2017-04-06
2286,国金证券,601888,2017-04-06
2287,国金证券,603898,2017-04-06
2288,联讯证券,000923,2017-04-07
2289,联讯证券,002108,2017-04-07
2290,联讯证券,002573,2017-04-07
2291,联讯证券,300073,2017-04-07
2292,联讯证券,300075,2017-04-07
2293,联讯证券,300385,2017-04-07
2294,联讯证券,600161,2017-04-07
2295,联讯证券,600230,2017-04-07
2296,联讯证券,600803,2017-04-07
2297,联讯证券,603993,2017-04-07
2298,联讯证券,000826,2017-04-14
2299,联讯证券,002237,2017-04-14
2300,联讯证券,600160,2017-04-14
2301,联讯证券,600518,2017-04-14
2302,联讯证券,601006,2017-04-14
2303,联讯证券,601098,2017-04-14
2304,联讯证券,002583,2017-04-21
2305,联讯证券,300408,2017-04-21
2306,联讯证券,600160,2017-04-21
2307,联讯证券,600863,2017-04-21
2308,联讯证券,600967,2017-04-21
2309,联讯证券,603588,2017-04-21
2310,申万宏源证券,000027,2017-04-26
2311,申万宏源证券,000568,2017-04-26
2312,申万宏源证券,002051,2017-04-26
2313,申万宏源证券,002120,2017-04-26
2314,申万宏源证券,002279,2017-04-26
2315,申万宏源证券,002396,2017-04-26
2316,申万宏源证券,002544,2017-04-26
2317,申万宏源证券,002640,2017-04-26
2318,申万宏源证券,600310,2017-04-26
2319,申万宏源证券,601933,2017-04-26
2320,联讯证券,000425,2017-04-28
2321,联讯证券,002343,2017-04-28
2322,联讯证券,002573,2017-04-28
2323,联讯证券,600031,2017-04-28
2324,联讯证券,600160,2017-04-28
2325,联讯证券,600771,2017-04-28
2326,中泰证券,000596,2017-05-01
2327,中泰证券,000892,2017-05-01
2328,中泰证券,000967,2017-05-01
2329,中泰证券,002261,2017-05-01
2330,中泰证券,002450,2017-05-01
2331,中泰证券,300244,2017-05-01
2332,中泰证券,300310,2017-05-01
2333,中泰证券,300426,2017-05-01
2334,中泰证券,600018,2017-05-01
2335,中泰证券,600019,2017-05-01
2336,中泰证券,600031,2017-05-01
2337,中泰证券,600076,2017-05-01
2338,中泰证券,600160,2017-05-01
2339,中泰证券,600201,2017-05-01
2340,中泰证券,600491,2017-05-01
2341,中泰证券,600885,2017-05-01
2342,中泰证券,601601,2017-05-01
2343,长江证券,000651,2017-05-01
2344,长江证券,000858,2017-05-01
2345,长江证券,000888,2017-05-01
2346,长江证券,000998,2017-05-01
2347,长江证券,002035,2017-05-01
2348,长江证券,002087,2017-05-01
2349,长江证券,002094,2017-05-01
2350,长江证券,002332,2017-05-01
2351,长江证券,002462,2017-05-01
2352,长江证券,002714,2017-05-01
2353,长江证券,600741,2017-05-01
2354,长江证券,600872,2017-05-01
2355,长江证券,600987,2017-05-01
2356,长江证券,601888,2017-05-01
2357,长江证券,601933,2017-05-01
2358,长江证券,603788,2017-05-01
2359,华创证券,000069,2017-05-02
2360,华创证券,002311,2017-05-02
2361,华创证券,300070,2017-05-02
2362,华创证券,300566,2017-05-02
2363,华创证券,300628,2017-05-02
2364,华创证券,600329,2017-05-02
2365,华创证券,600519,2017-05-02
2366,华创证券,600643,2017-05-02
2367,华创证券,601006,2017-05-02
2368,华创证券,601933,2017-05-02
2369,国金证券,000418,2017-05-02
2370,国金证券,000807,2017-05-02
2371,国金证券,000826,2017-05-02
2372,国金证券,002601,2017-05-02
2373,国金证券,002683,2017-05-02
2374,国金证券,300070,2017-05-02
2375,国金证券,300197,2017-05-02
2376,国金证券,601012,2017-05-02
2377,国金证券,601633,2017-05-02
2378,国金证券,603898,2017-05-02
2379,长城证券,002850,2017-05-02
2380,长城证券,300097,2017-05-02
2381,长城证券,300193,2017-05-02
2382,长城证券,300207,2017-05-02
2383,长城证券,300340,2017-05-02
2384,长城证券,600104,2017-05-02
2385,长城证券,600160,2017-05-02
2386,长城证券,600529,2017-05-02
2387,长城证券,600614,2017-05-02
2388,长城证券,601179,2017-05-02
2389,招商证券,000063,2017-05-04
2390,招商证券,000069,2017-05-04
2391,招商证券,000400,2017-05-04
2392,招商证券,000568,2017-05-04
2393,招商证券,000651,2017-05-04
2394,招商证券,000776,2017-05-04
2395,招商证券,000858,2017-05-04
2396,招商证券,000876,2017-05-04
2397,招商证券,000933,2017-05-04
2398,招商证券,000963,2017-05-04
2399,招商证券,002008,2017-05-04
2400,招商证券,002013,2017-05-04
2401,招商证券,002032,2017-05-04
2402,招商证券,002033,2017-05-04
2403,招商证券,002081,2017-05-04
2404,招商证券,002221,2017-05-04
2405,招商证券,002271,2017-05-04
2406,招商证券,002372,2017-05-04
2407,招商证券,002431,2017-05-04
2408,招商证券,002451,2017-05-04
2409,招商证券,002475,2017-05-04
2410,招商证券,002479,2017-05-04
2411,招商证券,002511,2017-05-04
