,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1
2359,2359,2021_01_part1.xlsx,2021/1/5,"日月股份
SH603218",SH603218,0.2946,0.0219,0.3233,近3个月首推,1,电气设备,中市值,光大证券,,,2021-01-05,A603218
2360,2360,2021_01_part1.xlsx,2021/1/5,"平安银行
SZ000001",SZ000001,0.857,-0.0056,0.1939,近2个月首推,2,银行,大市值,光大证券,,,2021-01-05,A000001
2361,2361,2021_01_part1.xlsx,2021/1/5,"中国中免
SH601888",SH601888,0.6281,-0.0428,0.0409,连续9个月推荐,6,休闲服务,大市值,光大证券,,,2021-01-05,A601888
2362,2362,2021_01_part1.xlsx,2021/1/5,"华锦股份
SZ000059",SZ000059,0.903,-0.0026,-0.0217,近12个月首推,1,化工,小市值,光大证券,,,2021-01-05,A000059
2363,2363,2021_01_part1.xlsx,2021/1/5,"天坛生物
SH600161",SH600161,0.0559,0.0143,-0.0767,连续2个月推荐,1,医药生物,中市值,光大证券,,,2021-01-05,A600161
2364,2364,2021_01_part1.xlsx,2021/1/5,"航天发展
SZ000547",SZ000547,0.2626,0.0011,-0.0967,近2个月首推,2,国防军工,中市值,光大证券,,,2021-01-05,A000547
2365,2365,2021_01_part1.xlsx,2021/1/5,"万华化学
SH600309",SH600309,0.6611,-0.0007,0.228,连续13个月推荐,2,化工,大市值,华安证券,,,2021-01-05,A600309
2366,2366,2021_01_part1.xlsx,2021/1/5,"赣锋锂业
SZ002460",SZ002460,0.7582,-0.0224,0.1838,连续4个月推荐,1,有色金属,大市值,华安证券,,,2021-01-05,A002460
2367,2367,2021_01_part1.xlsx,2021/1/5,"隆基股份
SH601012",SH601012,0.8104,-0.0319,0.1665,连续7个月推荐,4,电气设备,大市值,华安证券,,,2021-01-05,A601012
2368,2368,2021_01_part1.xlsx,2021/1/5,"中国巨石
SH600176",SH600176,0.4609,-0.0313,0.1288,连续6个月推荐,5,化工,中市值,华安证券,,,2021-01-05,A600176
2369,2369,2021_01_part1.xlsx,2021/1/5,"迈瑞医疗
SZ300760",SZ300760,0.8569,-0.0082,0.0526,连续12个月推荐,2,医药生物,大市值,华安证券,,,2021-01-05,A300760
2370,2370,2021_01_part1.xlsx,2021/1/5,"恒立液压
SH601100",SH601100,0.3158,-0.0235,0.0369,连续6个月推荐,3,机械设备,大市值,华安证券,,,2021-01-05,A601100
2371,2371,2021_01_part1.xlsx,2021/1/5,"光威复材
SZ300699",SZ300699,0.2482,0.0599,-0.0037,近2个月首推,1,化工,中市值,华安证券,,,2021-01-05,A300699
2372,2372,2021_01_part1.xlsx,2021/1/5,"洛阳钼业
SH603993",SH603993,0.4064,-0.0514,-0.0304,连续2个月推荐,4,有色金属,中市值,华安证券,,,2021-01-05,A603993
2373,2373,2021_01_part1.xlsx,2021/1/5,"斯达半导
SH603290",SH603290,0.5964,0.0254,-0.0719,连续2个月推荐,2,电子,小市值,华安证券,,,2021-01-05,A603290
2374,2374,2021_01_part1.xlsx,2021/1/5,"洋河股份
SZ002304",SZ002304,0.6496,-0.0345,-0.1355,连续3个月推荐,3,食品饮料,大市值,华安证券,,,2021-01-05,A002304
2375,2375,2021_01_part1.xlsx,2021/1/5,"盛和资源
SH600392",SH600392,0.4885,-0.0255,0.8121,近12个月首推,1,有色金属,中市值,中原证券,,,2021-01-05,A600392
2376,2376,2021_01_part1.xlsx,2021/1/5,"特变电工
SH600089",SH600089,0.6527,-0.0313,0.2562,近5个月首推,2,电气设备,中市值,中原证券,,,2021-01-05,A600089
2377,2377,2021_01_part1.xlsx,2021/1/5,"万达电影
SZ002739",SZ002739,0.0727,-0.0025,0.1864,连续2个月推荐,4,传媒,中市值,中原证券,,,2021-01-05,A002739
2378,2378,2021_01_part1.xlsx,2021/1/5,"寒锐钴业
SZ300618",SZ300618,0.2725,-0.0438,0.118,近12个月首推,2,有色金属,中市值,中原证券,,,2021-01-05,A300618
2379,2379,2021_01_part1.xlsx,2021/1/5,"北方华创
SZ002371",SZ002371,0.8121,0.0865,0.1088,近4个月首推,1,电子,大市值,中原证券,,,2021-01-05,A002371
2380,2380,2021_01_part1.xlsx,2021/1/5,"大 北 农
SZ002385",SZ002385,0.06,-0.0076,-0.0404,近4个月首推,1,农林牧渔,中市值,中原证券,,,2021-01-05,A002385
2381,2381,2021_01_part1.xlsx,2021/1/5,"天赐材料
SZ002709",SZ002709,0.9691,-0.0112,-0.0812,近3个月首推,2,化工,中市值,中原证券,,,2021-01-05,A002709
2382,2382,2021_01_part1.xlsx,2021/1/5,"火炬电子
SH603678",SH603678,0.579,-0.004,-0.1066,近2个月首推,2,国防军工,中市值,中原证券,,,2021-01-05,A603678
2383,2383,2021_01_part1.xlsx,2021/1/5,"华鑫股份
SH600621",SH600621,0.105,-0.0272,-0.1217,近4个月首推,1,非银金融,小市值,中原证券,,,2021-01-05,A600621
2384,2384,2021_01_part1.xlsx,2021/1/5,"晨光生物
SZ300138",SZ300138,0.2698,-0.0072,-0.1384,近12个月首推,2,农林牧渔,小市值,中原证券,,,2021-01-05,A300138
2385,2385,2021_01_part1.xlsx,2021/1/5,"贵州茅台
SH600519",SH600519,0.6142,0.0065,0.0591,连续11个月推荐,7,食品饮料,大市值,川财证券,,,2021-01-05,A600519
2386,2386,2021_01_part1.xlsx,2021/1/5,"华鲁恒升
SH600426",SH600426,0.7884,-0.0328,0.0461,连续5个月推荐,2,化工,中市值,川财证券,,,2021-01-05,A600426
2387,2387,2021_01_part1.xlsx,2021/1/5,"昊华科技
SH600378",SH600378,0.247,-0.0189,0.0109,近2个月首推,1,化工,小市值,川财证券,,,2021-01-05,A600378
2388,2388,2021_01_part1.xlsx,2021/1/5,"伊利股份
SH600887",SH600887,0.3845,-0.0136,-0.0038,近2个月首推,2,食品饮料,大市值,川财证券,,,2021-01-05,A600887
2389,2389,2021_01_part1.xlsx,2021/1/5,"中航机电
SZ002013",SZ002013,0.3609,-0.0149,-0.0052,近2个月首推,2,国防军工,中市值,川财证券,,,2021-01-05,A002013
2390,2390,2021_01_part1.xlsx,2021/1/5,"中直股份
SH600038",SH600038,0.3554,-0.0033,-0.1068,连续4个月推荐,2,国防军工,中市值,川财证券,,,2021-01-05,A600038
2391,2391,2021_01_part1.xlsx,2021/1/5,"德方纳米
SZ300769",SZ300769,0.8634,-0.029,-0.1563,连续3个月推荐,1,化工,小市值,川财证券,,,2021-01-05,A300769
2392,2392,2021_01_part1.xlsx,2021/1/5,"鹏辉能源
SZ300438",SZ300438,0.5223,0.0041,-0.2085,近2个月首推,1,电气设备,小市值,川财证券,,,2021-01-05,A300438
2393,2393,2021_01_part1.xlsx,2021/1/5,"川润股份
SZ002272",SZ002272,0.3364,-0.0153,-0.2316,近12个月首推,1,机械设备,小市值,川财证券,,,2021-01-05,A002272
2394,2394,2021_01_part1.xlsx,2021/1/5,"上海沪工
SH603131",SH603131,0.0239,-0.0511,-0.2792,连续6个月推荐,2,机械设备,小市值,川财证券,,,2021-01-05,A603131
2395,2395,2021_01_part1.xlsx,2021/1/5,"韦尔股份
SH603501",SH603501,0.7635,0.0398,0.253,连续3个月推荐,1,电子,大市值,西南证券,,,2021-01-05,A603501
2396,2396,2021_01_part1.xlsx,2021/1/5,"药明康德
SH603259",SH603259,0.8687,-0.0141,0.2347,连续3个月推荐,3,医药生物,大市值,西南证券,,,2021-01-05,A603259
2397,2397,2021_01_part1.xlsx,2021/1/5,"招商银行
SH600036",SH600036,0.9016,-0.0272,0.1627,连续10个月推荐,6,银行,大市值,西南证券,,,2021-01-05,A600036
2398,2398,2021_01_part1.xlsx,2021/1/5,"芒果超媒
SZ300413",SZ300413,0.4,0.0529,0.1172,连续6个月推荐,4,传媒,中市值,西南证券,,,2021-01-05,A300413
2399,2399,2021_01_part1.xlsx,2021/1/5,"中材科技
SZ002080",SZ002080,0.4571,-0.009,0.0447,近4个月首推,1,化工,中市值,西南证券,,,2021-01-05,A002080
2400,2400,2021_01_part1.xlsx,2021/1/5,"紫金矿业
SH601899",SH601899,0.6231,-0.0482,0.0334,连续6个月推荐,8,有色金属,大市值,西南证券,,,2021-01-05,A601899
2401,2401,2021_01_part1.xlsx,2021/1/5,"长春高新
SZ000661",SZ000661,0.4358,0.0036,0.0127,连续3个月推荐,6,医药生物,大市值,西南证券,,,2021-01-05,A000661
2402,2402,2021_01_part1.xlsx,2021/1/5,"五 粮 液
SZ000858",SZ000858,0.7011,-0.0077,-0.0024,连续10个月推荐,3,食品饮料,大市值,西南证券,,,2021-01-05,A000858
2403,2403,2021_01_part1.xlsx,2021/1/5,"中科曙光
SH603019",SH603019,0.1329,-0.0213,-0.1344,连续2个月推荐,1,计算机,中市值,西南证券,,,2021-01-05,A603019
2404,2404,2021_01_part1.xlsx,2021/1/5,"北 大 荒
SH600598",SH600598,0.0977,-0.0144,-0.1496,近3个月首推,1,农林牧渔,中市值,西南证券,,,2021-01-05,A600598
2405,2405,2021_01_part1.xlsx,2021/1/5,"中科创达
SZ300496",SZ300496,0.9392,-0.0739,0.2582,连续2个月推荐,1,计算机,中市值,平安证券,,,2021-01-05,A300496
2406,2406,2021_01_part1.xlsx,2021/1/5,"福耀玻璃
SH600660",SH600660,0.8289,-0.0055,0.2279,连续6个月推荐,2,汽车,大市值,平安证券,,,2021-01-05,A600660
2407,2407,2021_01_part1.xlsx,2021/1/5,"三一重工
SH600031",SH600031,0.3094,-0.0067,0.1567,连续11个月推荐,7,机械设备,大市值,平安证券,,,2021-01-05,A600031
2408,2408,2021_01_part1.xlsx,2021/1/5,"顺丰控股
SZ002352",SZ002352,0.2529,-0.0213,0.122,连续12个月推荐,2,交通运输,大市值,平安证券,,,2021-01-05,A002352
2409,2409,2021_01_part1.xlsx,2021/1/5,"兴业银行
SH601166",SH601166,0.4989,-0.0297,0.1069,连续4个月推荐,6,银行,大市值,平安证券,,,2021-01-05,A601166
2410,2410,2021_01_part1.xlsx,2021/1/5,"通策医疗
SH600763",SH600763,0.9752,-0.0195,0.0992,近2个月首推,2,医药生物,大市值,平安证券,,,2021-01-05,A600763
2411,2411,2021_01_part1.xlsx,2021/1/5,"贵州茅台
SH600519",SH600519,0.6142,0.0065,0.0591,连续11个月推荐,7,食品饮料,大市值,平安证券,,,2021-01-05,A600519
2412,2412,2021_01_part1.xlsx,2021/1/5,"汇川技术
SZ300124",SZ300124,0.6794,0.0418,0.0198,近2个月首推,1,电气设备,大市值,平安证券,,,2021-01-05,A300124
2413,2413,2021_01_part1.xlsx,2021/1/5,"万 科Ａ
SZ000002",SZ000002,0.0127,-0.021,-0.0317,连续8个月推荐,5,房地产,大市值,平安证券,,,2021-01-05,A000002
2414,2414,2021_01_part1.xlsx,2021/1/5,"杉杉股份
SH600884",SH600884,0.9212,-0.0079,-0.0738,连续5个月推荐,2,电子,中市值,平安证券,,,2021-01-05,A600884
2415,2415,2021_01_part1.xlsx,2021/1/5,"华友钴业
SH603799",SH603799,0.7797,0.0064,0.2487,连续3个月推荐,3,有色金属,大市值,申万宏源研究,,,2021-01-05,A603799
2416,2416,2021_01_part1.xlsx,2021/1/5,"深 信 服
SZ300454",SZ300454,0.5997,-0.0332,0.1987,连续2个月推荐,3,计算机,中市值,申万宏源研究,,,2021-01-05,A300454
2417,2417,2021_01_part1.xlsx,2021/1/5,"泸州老窖
SZ000568",SZ000568,0.7075,-0.0325,0.1395,连续13个月推荐,7,食品饮料,大市值,申万宏源研究,,,2021-01-05,A000568
2418,2418,2021_01_part1.xlsx,2021/1/5,"兴业银行
SH601166",SH601166,0.4989,-0.0297,0.1069,连续4个月推荐,6,银行,大市值,申万宏源研究,,,2021-01-05,A601166
2419,2419,2021_01_part1.xlsx,2021/1/5,"中环股份
SZ002129",SZ002129,0.7186,-0.0017,0.069,近2个月首推,1,电气设备,中市值,申万宏源研究,,,2021-01-05,A002129
2420,2420,2021_01_part1.xlsx,2021/1/5,"博瑞医药
科688166",科688166,0.2509,-0.0251,-0.0004,近12个月首推,1,医药生物,小市值,申万宏源研究,,,2021-01-05,A688166
2421,2421,2021_01_part1.xlsx,2021/1/5,"美的集团
SZ000333",SZ000333,0.3374,-0.0103,-0.0214,连续8个月推荐,4,家用电器,大市值,申万宏源研究,,,2021-01-05,A000333
2422,2422,2021_01_part1.xlsx,2021/1/5,"海澜之家
SH600398",SH600398,0.7095,-0.0276,-0.0421,近12个月首推,1,纺织服装,中市值,申万宏源研究,,,2021-01-05,A600398
2423,2423,2021_01_part1.xlsx,2021/1/5,"帝欧家居
SZ002798",SZ002798,0.0284,0.0099,-0.0424,近3个月首推,3,建筑材料,小市值,申万宏源研究,,,2021-01-05,A002798
2424,2424,2021_01_part1.xlsx,2021/1/5,"泸州老窖
SZ000568",SZ000568,0.7075,-0.0325,0.1395,连续13个月推荐,7,食品饮料,大市值,国信证券,,,2021-01-05,A000568
2425,2425,2021_01_part1.xlsx,2021/1/5,"中国巨石
SH600176",SH600176,0.4609,-0.0313,0.1288,连续6个月推荐,5,化工,中市值,国信证券,,,2021-01-05,A600176
2426,2426,2021_01_part1.xlsx,2021/1/5,"芒果超媒
SZ300413",SZ300413,0.4,0.0529,0.1172,连续6个月推荐,4,传媒,中市值,国信证券,,,2021-01-05,A300413
2427,2427,2021_01_part1.xlsx,2021/1/5,"亿联网络
SZ300628",SZ300628,0.6759,-0.0001,0.0974,近12个月首推,1,通信,中市值,国信证券,,,2021-01-05,A300628
2428,2428,2021_01_part1.xlsx,2021/1/5,"紫金矿业
SH601899",SH601899,0.6231,-0.0482,0.0334,连续6个月推荐,8,有色金属,大市值,国信证券,,,2021-01-05,A601899
2429,2429,2021_01_part1.xlsx,2021/1/5,"长春高新
SZ000661",SZ000661,0.4358,0.0036,0.0127,连续3个月推荐,6,医药生物,大市值,国信证券,,,2021-01-05,A000661
2430,2430,2021_01_part1.xlsx,2021/1/5,"美的集团
SZ000333",SZ000333,0.3374,-0.0103,-0.0214,连续8个月推荐,4,家用电器,大市值,国信证券,,,2021-01-05,A000333
2431,2431,2021_01_part1.xlsx,2021/1/5,"中国平安
SH601318",SH601318,0.0217,-0.0336,-0.0908,连续6个月推荐,9,非银金融,大市值,国信证券,,,2021-01-05,A601318
2432,2432,2021_01_part1.xlsx,2021/1/5,"隆平高科
SZ000998",SZ000998,0.0124,0.0068,-0.0924,近12个月首推,4,农林牧渔,小市值,国信证券,,,2021-01-05,A000998
2433,2433,2021_01_part1.xlsx,2021/1/5,"比 亚 迪
SZ002594",SZ002594,0.771,0.0246,0.2712,近2个月首推,3,汽车,大市值,国海证券,,,2021-01-05,A002594
2434,2434,2021_01_part1.xlsx,2021/1/5,"芒果超媒
SZ300413",SZ300413,0.4,0.0529,0.1172,连续6个月推荐,4,传媒,中市值,国海证券,,,2021-01-05,A300413
2435,2435,2021_01_part1.xlsx,2021/1/5,"智飞生物
SZ300122",SZ300122,0.7261,-0.0444,0.0681,近2个月首推,4,医药生物,大市值,国海证券,,,2021-01-05,A300122
2436,2436,2021_01_part1.xlsx,2021/1/5,"贵州茅台
SH600519",SH600519,0.6142,0.0065,0.0591,连续11个月推荐,7,食品饮料,大市值,国海证券,,,2021-01-05,A600519
2437,2437,2021_01_part1.xlsx,2021/1/5,"抚顺特钢
SH600399",SH600399,0.8336,-0.0027,-0.0181,连续4个月推荐,2,钢铁,中市值,国海证券,,,2021-01-05,A600399
2438,2438,2021_01_part1.xlsx,2021/1/5,"中微公司
科688012",科688012,0.1551,0.0389,-0.0256,连续2个月推荐,1,机械设备,小市值,国海证券,,,2021-01-05,A688012
2439,2439,2021_01_part1.xlsx,2021/1/5,"斯达半导
SH603290",SH603290,0.5964,0.0254,-0.0719,连续2个月推荐,2,电子,小市值,国海证券,,,2021-01-05,A603290
2440,2440,2021_01_part1.xlsx,2021/1/5,"中直股份
SH600038",SH600038,0.3554,-0.0033,-0.1068,连续4个月推荐,2,国防军工,中市值,国海证券,,,2021-01-05,A600038
2441,2441,2021_01_part1.xlsx,2021/1/5,"当升科技
SZ300073",SZ300073,0.6901,-0.0153,-0.1075,近2个月首推,3,化工,中市值,国海证券,,,2021-01-05,A300073
2442,2442,2021_01_part1.xlsx,2021/1/5,"洪都航空
SH600316",SH600316,0.4914,0.0018,-0.2718,近3个月首推,1,国防军工,中市值,国海证券,,,2021-01-05,A600316
2443,2443,2021_01_part1.xlsx,2021/1/5,"招商银行
SH600036",SH600036,0.9016,-0.0272,0.1627,连续10个月推荐,6,银行,大市值,东方证券,,,2021-01-05,A600036
2444,2444,2021_01_part1.xlsx,2021/1/5,"三一重工
SH600031",SH600031,0.3094,-0.0067,0.1567,连续11个月推荐,7,机械设备,大市值,东方证券,,,2021-01-05,A600031
2445,2445,2021_01_part1.xlsx,2021/1/5,"顺丰控股
SZ002352",SZ002352,0.2529,-0.0213,0.122,连续12个月推荐,2,交通运输,大市值,东方证券,,,2021-01-05,A002352
2446,2446,2021_01_part1.xlsx,2021/1/5,"贵州茅台
SH600519",SH600519,0.6142,0.0065,0.0591,连续11个月推荐,7,食品饮料,大市值,东方证券,,,2021-01-05,A600519
2447,2447,2021_01_part1.xlsx,2021/1/5,"中国中免
SH601888",SH601888,0.6281,-0.0428,0.0409,连续9个月推荐,6,休闲服务,大市值,东方证券,,,2021-01-05,A601888
2448,2448,2021_01_part1.xlsx,2021/1/5,"中航沈飞
SH600760",SH600760,0.6353,0.0009,-0.0169,连续2个月推荐,3,国防军工,大市值,东方证券,,,2021-01-05,A600760
2449,2449,2021_01_part1.xlsx,2021/1/5,"恒瑞医药
SH600276",SH600276,0.2509,-0.0148,-0.0691,连续4个月推荐,3,医药生物,大市值,东方证券,,,2021-01-05,A600276
2450,2450,2021_01_part1.xlsx,2021/1/5,"上汽集团
SH600104",SH600104,0.2529,0.0598,-0.1023,连续4个月推荐,2,汽车,大市值,东方证券,,,2021-01-05,A600104
2451,2451,2021_01_part1.xlsx,2021/1/5,"歌尔股份
SZ002241",SZ002241,0.5072,0.0535,-0.1104,连续8个月推荐,2,电子,大市值,东方证券,,,2021-01-05,A002241
2452,2452,2021_01_part1.xlsx,2021/1/5,"钢研高纳
SZ300034",SZ300034,0.5688,0.0047,-0.1777,近5个月首推,1,国防军工,小市值,东方证券,,,2021-01-05,A300034
2453,2453,2021_01_part1.xlsx,2021/1/5,"药明康德
SH603259",SH603259,0.8687,-0.0141,0.2347,连续3个月推荐,3,医药生物,大市值,中泰证券,,,2021-01-05,A603259
2454,2454,2021_01_part1.xlsx,2021/1/5,"新 雷 能
SZ300593",SZ300593,0.9096,0.0297,0.1187,近12个月首推,1,电气设备,小市值,中泰证券,,,2021-01-05,A300593
2455,2455,2021_01_part1.xlsx,2021/1/5,"太阳纸业
SZ002078",SZ002078,0.3242,0.0172,0.0963,近3个月首推,2,轻工制造,中市值,中泰证券,,,2021-01-05,A002078
2456,2456,2021_01_part1.xlsx,2021/1/5,"宁波银行
SZ002142",SZ002142,0.7726,-0.001,0.0889,连续3个月推荐,2,银行,大市值,中泰证券,,,2021-01-05,A002142
2457,2457,2021_01_part1.xlsx,2021/1/5,"三 利 谱
SZ002876",SZ002876,0.6768,0.0193,0.0574,近12个月首推,1,电子,小市值,中泰证券,,,2021-01-05,A002876
2458,2458,2021_01_part1.xlsx,2021/1/5,"美的集团
SZ000333",SZ000333,0.3374,-0.0103,-0.0214,连续8个月推荐,4,家用电器,大市值,中泰证券,,,2021-01-05,A000333
2459,2459,2021_01_part1.xlsx,2021/1/5,"宝信软件
SH600845",SH600845,0.5953,-0.0138,-0.0348,近2个月首推,1,计算机,中市值,中泰证券,,,2021-01-05,A600845
2460,2460,2021_01_part1.xlsx,2021/1/5,"凯迪股份
SH605288",SH605288,0.1667,-0.0072,-0.0474,近12个月首推,1,电气设备,小市值,中泰证券,,,2021-01-05,A605288
2461,2461,2021_01_part1.xlsx,2021/1/5,"恩捷股份
SZ002812",SZ002812,0.9731,-0.0038,-0.0692,连续2个月推荐,2,化工,大市值,中泰证券,,,2021-01-05,A002812
2462,2462,2021_01_part1.xlsx,2021/1/5,"中孚信息
SZ300659",SZ300659,0.1288,-0.0582,-0.1789,近12个月首推,1,计算机,小市值,中泰证券,,,2021-01-05,A300659
2463,2463,2021_01_part1.xlsx,2021/1/5,"亿纬锂能
SZ300014",SZ300014,0.853,-0.0025,0.3067,连续4个月推荐,4,电气设备,大市值,天风证券,,,2021-01-05,A300014
2464,2464,2021_01_part1.xlsx,2021/1/5,"药石科技
SZ300725",SZ300725,0.9096,-0.0212,0.2149,连续3个月推荐,1,医药生物,中市值,天风证券,,,2021-01-05,A300725
2465,2465,2021_01_part1.xlsx,2021/1/5,"九毛九
HK09922",HK09922,0.5503,-0.0192,0.2097,近4个月首推,1,港股,小市值,天风证券,,,2021-01-05,AK09922
2466,2466,2021_01_part1.xlsx,2021/1/5,"深 信 服
SZ300454",SZ300454,0.5997,-0.0332,0.1987,连续2个月推荐,3,计算机,中市值,天风证券,,,2021-01-05,A300454
2467,2467,2021_01_part1.xlsx,2021/1/5,"新宝股份
SZ002705",SZ002705,0.0246,-0.0191,0.1692,近3个月首推,1,家用电器,中市值,天风证券,,,2021-01-05,A002705
2468,2468,2021_01_part1.xlsx,2021/1/5,"隆基股份
SH601012",SH601012,0.8104,-0.0319,0.1665,连续7个月推荐,4,电气设备,大市值,天风证券,,,2021-01-05,A601012
2469,2469,2021_01_part1.xlsx,2021/1/5,"三一重工
SH600031",SH600031,0.3094,-0.0067,0.1567,连续11个月推荐,7,机械设备,大市值,天风证券,,,2021-01-05,A600031
2470,2470,2021_01_part1.xlsx,2021/1/5,"泸州老窖
SZ000568",SZ000568,0.7075,-0.0325,0.1395,连续13个月推荐,7,食品饮料,大市值,天风证券,,,2021-01-05,A000568
2471,2471,2021_01_part1.xlsx,2021/1/5,"中顺洁柔
SZ002511",SZ002511,0.6912,0.0322,0.1241,连续4个月推荐,1,轻工制造,中市值,天风证券,,,2021-01-05,A002511
2472,2472,2021_01_part1.xlsx,2021/1/5,"寒锐钴业
SZ300618",SZ300618,0.2725,-0.0438,0.118,近12个月首推,2,有色金属,中市值,天风证券,,,2021-01-05,A300618
2473,2473,2021_01_part1.xlsx,2021/1/5,"芒果超媒
SZ300413",SZ300413,0.4,0.0529,0.1172,连续6个月推荐,4,传媒,中市值,天风证券,,,2021-01-05,A300413
2474,2474,2021_01_part1.xlsx,2021/1/5,"片 仔 癀
SH600436",SH600436,0.9384,-0.0126,0.116,近12个月首推,1,医药生物,大市值,天风证券,,,2021-01-05,A600436
2475,2475,2021_01_part1.xlsx,2021/1/5,"兴业银行
SH601166",SH601166,0.4989,-0.0297,0.1069,连续4个月推荐,6,银行,大市值,天风证券,,,2021-01-05,A601166
2476,2476,2021_01_part1.xlsx,2021/1/5,"木 林 森
SZ002745",SZ002745,0.3182,0.0014,0.0925,近12个月首推,1,电子,中市值,天风证券,,,2021-01-05,A002745
2477,2477,2021_01_part1.xlsx,2021/1/5,"智飞生物
SZ300122",SZ300122,0.7261,-0.0444,0.0681,近2个月首推,4,医药生物,大市值,天风证券,,,2021-01-05,A300122
2478,2478,2021_01_part1.xlsx,2021/1/5,"先导智能
SZ300450",SZ300450,0.9348,0.0017,0.0656,近2个月首推,4,机械设备,中市值,天风证券,,,2021-01-05,A300450
2479,2479,2021_01_part1.xlsx,2021/1/5,"劲嘉股份
SZ002191",SZ002191,0.517,-0.0379,0.0531,连续2个月推荐,1,轻工制造,小市值,天风证券,,,2021-01-05,A002191
2480,2480,2021_01_part1.xlsx,2021/1/5,"三七互娱
SZ002555",SZ002555,0.185,0.0295,0.0349,连续2个月推荐,4,传媒,中市值,天风证券,,,2021-01-05,A002555
2481,2481,2021_01_part1.xlsx,2021/1/5,"中际旭创
SZ300308",SZ300308,0.1848,0.009,0.0185,近2个月首推,1,通信,中市值,天风证券,,,2021-01-05,A300308
2482,2482,2021_01_part1.xlsx,2021/1/5,"中远海控
SH601919",SH601919,0.974,0.0093,0.0164,连续3个月推荐,4,交通运输,大市值,天风证券,,,2021-01-05,A601919
2483,2483,2021_01_part1.xlsx,2021/1/5,"碳元科技
SH603133",SH603133,0.1525,-0.0377,0.0117,近12个月首推,1,化工,小市值,天风证券,,,2021-01-05,A603133
2484,2484,2021_01_part1.xlsx,2021/1/5,"万润股份
SZ002643",SZ002643,0.1831,-0.0006,-0.0055,连续5个月推荐,2,化工,小市值,天风证券,,,2021-01-05,A002643
2485,2485,2021_01_part1.xlsx,2021/1/5,"盈峰环境
SZ000967",SZ000967,0.0397,-0.0077,-0.0074,连续5个月推荐,1,公用事业,小市值,天风证券,,,2021-01-05,A000967
2486,2486,2021_01_part1.xlsx,2021/1/5,"盐津铺子
SZ002847",SZ002847,0.2882,-0.0174,-0.0185,近12个月首推,1,食品饮料,小市值,天风证券,,,2021-01-05,A002847
2487,2487,2021_01_part1.xlsx,2021/1/5,"万 科Ａ
SZ000002",SZ000002,0.0127,-0.021,-0.0317,连续8个月推荐,5,房地产,大市值,天风证券,,,2021-01-05,A000002
2488,2488,2021_01_part1.xlsx,2021/1/5,"帝欧家居
SZ002798",SZ002798,0.0284,0.0099,-0.0424,近3个月首推,3,建筑材料,小市值,天风证券,,,2021-01-05,A002798
2489,2489,2021_01_part1.xlsx,2021/1/5,"中兴通讯
SZ000063",SZ000063,0.2391,-0.0062,-0.0434,连续2个月推荐,4,通信,大市值,天风证券,,,2021-01-05,A000063
