,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1
2937,2937,2021_01_part2.xlsx,2021/1/5,"金山办公
科688111",科688111,0.5769,-0.0071,0.0097,近12个月首推,4,计算机,小市值,中银证券,,,2021-01-05,A688111
2938,2938,2021_01_part2.xlsx,2021/1/5,"华新水泥
SH600801",SH600801,0.2152,-0.0183,-0.0494,连续5个月推荐,1,建筑材料,中市值,中银证券,,,2021-01-05,A600801
2939,2939,2021_01_part2.xlsx,2021/1/5,"天赐材料
SZ002709",SZ002709,0.9691,-0.0112,-0.0812,近3个月首推,2,化工,中市值,中银证券,,,2021-01-05,A002709
2940,2940,2021_01_part2.xlsx,2021/1/5,"张 裕Ａ
SZ000869",SZ000869,0.3292,0.0132,-0.1445,连续2个月推荐,1,食品饮料,小市值,中银证券,,,2021-01-05,A000869
2941,2941,2021_01_part2.xlsx,2021/1/5,"晶盛机电
SZ300316",SZ300316,0.9115,0.0032,0.3344,连续2个月推荐,2,电气设备,中市值,国金证券,,,2021-01-05,A300316
2942,2942,2021_01_part2.xlsx,2021/1/5,"梦 百 合
SH603313",SH603313,0.2912,0.0073,0.1875,近2个月首推,4,轻工制造,小市值,国金证券,,,2021-01-05,A603313
2943,2943,2021_01_part2.xlsx,2021/1/5,"中国巨石
SH600176",SH600176,0.4609,-0.0313,0.1288,连续6个月推荐,5,化工,中市值,国金证券,,,2021-01-05,A600176
2944,2944,2021_01_part2.xlsx,2021/1/5,"贵州茅台
SH600519",SH600519,0.6142,0.0065,0.0591,连续11个月推荐,7,食品饮料,大市值,国金证券,,,2021-01-05,A600519
2945,2945,2021_01_part2.xlsx,2021/1/5,"万 科Ａ
SZ000002",SZ000002,0.0127,-0.021,-0.0317,连续8个月推荐,5,房地产,大市值,国金证券,,,2021-01-05,A000002
2946,2946,2021_01_part2.xlsx,2021/1/5,"立讯精密
SZ002475",SZ002475,0.222,0.0208,-0.0538,连续13个月推荐,3,电子,大市值,国金证券,,,2021-01-05,A002475
2947,2947,2021_01_part2.xlsx,2021/1/5,"龙蟠科技
SH603906",SH603906,0.966,-0.0124,-0.1013,连续3个月推荐,2,化工,小市值,国金证券,,,2021-01-05,A603906
2948,2948,2021_01_part2.xlsx,2021/1/5,"歌尔股份
SZ002241",SZ002241,0.5072,0.0535,-0.1104,连续8个月推荐,2,电子,大市值,国金证券,,,2021-01-05,A002241
2949,2949,2021_01_part2.xlsx,2021/1/5,"保利地产
SH600048",SH600048,0.0157,-0.0298,-0.1271,连续2个月推荐,1,房地产,大市值,国金证券,,,2021-01-05,A600048
2950,2950,2021_01_part2.xlsx,2021/1/5,"洋河股份
SZ002304",SZ002304,0.6496,-0.0345,-0.1355,连续3个月推荐,3,食品饮料,大市值,国金证券,,,2021-01-05,A002304
2951,2951,2021_01_part2.xlsx,2021/1/5,"亿纬锂能
SZ300014",SZ300014,0.853,-0.0025,0.3067,连续4个月推荐,4,电气设备,大市值,银河证券,,,2021-01-05,A300014
2952,2952,2021_01_part2.xlsx,2021/1/5,"华贸物流
SH603128",SH603128,0.8015,-0.0179,0.2088,连续4个月推荐,1,交通运输,小市值,银河证券,,,2021-01-05,A603128
2953,2953,2021_01_part2.xlsx,2021/1/5,"智飞生物
SZ300122",SZ300122,0.7261,-0.0445,0.0681,近2个月首推,4,医药生物,大市值,银河证券,,,2021-01-05,A300122
2954,2954,2021_01_part2.xlsx,2021/1/5,"晨光文具
SH603899",SH603899,0.6172,-0.0043,0.0624,连续2个月推荐,1,轻工制造,中市值,银河证券,,,2021-01-05,A603899
2955,2955,2021_01_part2.xlsx,2021/1/5,"恒立液压
SH601100",SH601100,0.3158,-0.0235,0.0369,连续6个月推荐,3,机械设备,大市值,银河证券,,,2021-01-05,A601100
2956,2956,2021_01_part2.xlsx,2021/1/5,"紫金矿业
SH601899",SH601899,0.6231,-0.0482,0.0334,连续6个月推荐,8,有色金属,大市值,银河证券,,,2021-01-05,A601899
2957,2957,2021_01_part2.xlsx,2021/1/5,"隆平高科
SZ000998",SZ000998,0.0124,0.0068,-0.0924,近12个月首推,4,农林牧渔,小市值,银河证券,,,2021-01-05,A000998
2958,2958,2021_01_part2.xlsx,2021/1/5,"中国太保
SH601601",SH601601,0.2678,-0.0274,-0.0966,连续5个月推荐,4,非银金融,大市值,银河证券,,,2021-01-05,A601601
2959,2959,2021_01_part2.xlsx,2021/1/5,"航天发展
SZ000547",SZ000547,0.2626,0.0011,-0.0967,近2个月首推,2,国防军工,中市值,银河证券,,,2021-01-05,A000547
2960,2960,2021_01_part2.xlsx,2021/1/5,"银轮股份
SZ002126",SZ002126,0.1555,-0.0029,-0.2026,连续2个月推荐,1,汽车,小市值,银河证券,,,2021-01-05,A002126
2961,2961,2021_01_part2.xlsx,2021/1/5,"海康威视
SZ002415",SZ002415,0.808,-0.0206,0.2987,近2个月首推,2,电子,大市值,粤开证券,,,2021-01-05,A002415
2962,2962,2021_01_part2.xlsx,2021/1/5,"东方财富
SZ300059",SZ300059,0.8628,-0.0166,0.1355,连续13个月推荐,9,非银金融,大市值,粤开证券,,,2021-01-05,A300059
2963,2963,2021_01_part2.xlsx,2021/1/5,"智飞生物
SZ300122",SZ300122,0.7261,-0.0445,0.0681,近2个月首推,4,医药生物,大市值,粤开证券,,,2021-01-05,A300122
2964,2964,2021_01_part2.xlsx,2021/1/5,"广 联 达
SZ002410",SZ002410,0.4685,0.0286,0.0541,连续2个月推荐,1,计算机,中市值,粤开证券,,,2021-01-05,A002410
2965,2965,2021_01_part2.xlsx,2021/1/5,"迈瑞医疗
SZ300760",SZ300760,0.8569,-0.0082,0.0526,连续12个月推荐,2,医药生物,大市值,粤开证券,,,2021-01-05,A300760
2966,2966,2021_01_part2.xlsx,2021/1/5,"爱尔眼科
SZ300015",SZ300015,0.8675,-0.0115,0.0513,近2个月首推,1,医药生物,大市值,粤开证券,,,2021-01-05,A300015
2967,2967,2021_01_part2.xlsx,2021/1/5,"恒立液压
SH601100",SH601100,0.3158,-0.0235,0.0369,连续6个月推荐,3,机械设备,大市值,粤开证券,,,2021-01-05,A601100
2968,2968,2021_01_part2.xlsx,2021/1/5,"大族激光
SZ002008",SZ002008,0.2646,-0.0164,0.0026,近2个月首推,1,电子,中市值,粤开证券,,,2021-01-05,A002008
2969,2969,2021_01_part2.xlsx,2021/1/5,"伊利股份
SH600887",SH600887,0.3845,-0.0136,-0.0038,近2个月首推,2,食品饮料,大市值,粤开证券,,,2021-01-05,A600887
2970,2970,2021_01_part2.xlsx,2021/1/5,"立讯精密
SZ002475",SZ002475,0.222,0.0208,-0.0538,连续13个月推荐,3,电子,大市值,粤开证券,,,2021-01-05,A002475
2971,2971,2021_01_part2.xlsx,2021/1/5,"亿纬锂能
SZ300014",SZ300014,0.853,-0.0025,0.3067,连续4个月推荐,4,电气设备,大市值,西部证券,,,2021-01-05,A300014
2972,2972,2021_01_part2.xlsx,2021/1/5,"万达电影
SZ002739",SZ002739,0.0727,-0.0025,0.1864,连续2个月推荐,4,传媒,中市值,西部证券,,,2021-01-05,A002739
2973,2973,2021_01_part2.xlsx,2021/1/5,"东方财富
SZ300059",SZ300059,0.8628,-0.0166,0.1355,连续13个月推荐,9,非银金融,大市值,西部证券,,,2021-01-05,A300059
2974,2974,2021_01_part2.xlsx,2021/1/5,"华夏航空
SZ002928",SZ002928,0.6248,-0.0431,0.1146,连续2个月推荐,1,交通运输,小市值,西部证券,,,2021-01-05,A002928
2975,2975,2021_01_part2.xlsx,2021/1/5,"长城汽车
SH601633",SH601633,0.8412,-0.0056,0.1087,连续11个月推荐,2,汽车,大市值,西部证券,,,2021-01-05,A601633
2976,2976,2021_01_part2.xlsx,2021/1/5,"西部矿业
SH601168",SH601168,0.5484,-0.0444,-0.0121,连续4个月推荐,1,有色金属,中市值,西部证券,,,2021-01-05,A601168
2977,2977,2021_01_part2.xlsx,2021/1/5,"洛阳钼业
SH603993",SH603993,0.4064,-0.0514,-0.0304,连续2个月推荐,4,有色金属,中市值,西部证券,,,2021-01-05,A603993
2978,2978,2021_01_part2.xlsx,2021/1/5,"宝钛股份
SH600456",SH600456,0.4815,-0.0007,-0.1004,近2个月首推,1,有色金属,小市值,西部证券,,,2021-01-05,A600456
2979,2979,2021_01_part2.xlsx,2021/1/5,"中金公司
SH601995",SH601995,0.6132,-0.0028,-0.1895,近12个月首推,1,非银金融,小市值,西部证券,,,2021-01-05,A601995
2980,2980,2021_01_part2.xlsx,2021/1/5,"科 达 利
SZ002850",SZ002850,0.5454,-0.0163,-0.1897,近12个月首推,1,电气设备,小市值,西部证券,,,2021-01-05,A002850
2981,2981,2021_01_part2.xlsx,2021/1/5,"浙江美大
SZ002677",SZ002677,0.6997,-0.0047,0.2178,近3个月首推,1,家用电器,小市值,国元证券,,,2021-01-05,A002677
2982,2982,2021_01_part2.xlsx,2021/1/5,"通策医疗
SH600763",SH600763,0.9752,-0.0195,0.0992,近2个月首推,2,医药生物,大市值,国元证券,,,2021-01-05,A600763
2983,2983,2021_01_part2.xlsx,2021/1/5,"安恒信息
科688023",科688023,0.5187,0.0286,0.0295,连续3个月推荐,1,计算机,小市值,国元证券,,,2021-01-05,A688023
2984,2984,2021_01_part2.xlsx,2021/1/5,"弘亚数控
SZ002833",SZ002833,0.6308,0.0999,0.0073,近3个月首推,1,机械设备,小市值,国元证券,,,2021-01-05,A002833
2985,2985,2021_01_part2.xlsx,2021/1/5,"新 易 盛
SZ300502",SZ300502,0.2171,-0.0102,-0.0142,连续2个月推荐,2,通信,小市值,国元证券,,,2021-01-05,A300502
2986,2986,2021_01_part2.xlsx,2021/1/5,"华 润 微
科688396",科688396,0.9053,0.0101,-0.0384,连续2个月推荐,1,电子,小市值,国元证券,,,2021-01-05,A688396
2987,2987,2021_01_part2.xlsx,2021/1/5,"完美世界
SZ002624",SZ002624,0.095,0.0009,-0.0753,连续2个月推荐,2,传媒,中市值,国元证券,,,2021-01-05,A002624
2988,2988,2021_01_part2.xlsx,2021/1/5,"龙蟠科技
SH603906",SH603906,0.966,-0.0124,-0.1013,连续3个月推荐,2,化工,小市值,国元证券,,,2021-01-05,A603906
2989,2989,2021_01_part2.xlsx,2021/1/5,"隆基股份
SH601012",SH601012,0.8104,-0.0319,0.1665,连续7个月推荐,4,电气设备,大市值,国盛证券,,,2021-01-05,A601012
2990,2990,2021_01_part2.xlsx,2021/1/5,"三友化工
SH600409",SH600409,0.554,-0.0083,0.1463,近2个月首推,1,化工,中市值,国盛证券,,,2021-01-05,A600409
2991,2991,2021_01_part2.xlsx,2021/1/5,"泸州老窖
SZ000568",SZ000568,0.7075,-0.0325,0.1395,连续13个月推荐,7,食品饮料,大市值,国盛证券,,,2021-01-05,A000568
2992,2992,2021_01_part2.xlsx,2021/1/5,"宁波银行
SZ002142",SZ002142,0.7726,-0.0017,0.0889,连续3个月推荐,2,银行,大市值,国盛证券,,,2021-01-05,A002142
2993,2993,2021_01_part2.xlsx,2021/1/5,"天 融 信
SZ002212",SZ002212,0.1745,0.0005,-0.0114,连续2个月推荐,1,计算机,中市值,国盛证券,,,2021-01-05,A002212
2994,2994,2021_01_part2.xlsx,2021/1/5,"新 易 盛
SZ300502",SZ300502,0.2171,-0.0102,-0.0142,连续2个月推荐,2,通信,小市值,国盛证券,,,2021-01-05,A300502
2995,2995,2021_01_part2.xlsx,2021/1/5,"中国平安
SH601318",SH601318,0.0217,-0.0336,-0.0908,连续6个月推荐,9,非银金融,大市值,国盛证券,,,2021-01-05,A601318
2996,2996,2021_01_part2.xlsx,2021/1/5,"紫光国微
SZ002049",SZ002049,0.7697,0.0031,-0.0968,近2个月首推,1,电子,中市值,国盛证券,,,2021-01-05,A002049
2997,2997,2021_01_part2.xlsx,2021/1/5,"亿 嘉 和
SH603666",SH603666,0.1485,0.0208,-0.1584,连续2个月推荐,1,机械设备,小市值,国盛证券,,,2021-01-05,A603666
2998,2998,2021_01_part2.xlsx,2021/1/5,"赛意信息
SZ300687",SZ300687,0.8323,-0.0429,0.2424,近12个月首推,1,计算机,小市值,东北证券,,,2021-01-05,A300687
2999,2999,2021_01_part2.xlsx,2021/1/5,"天奈科技
科688116",科688116,0.9763,-0.0271,0.1355,近12个月首推,2,化工,小市值,东北证券,,,2021-01-05,A688116
3000,3000,2021_01_part2.xlsx,2021/1/5,"东方财富
SZ300059",SZ300059,0.8628,-0.0166,0.1355,连续13个月推荐,9,非银金融,大市值,东北证券,,,2021-01-05,A300059
3001,3001,2021_01_part2.xlsx,2021/1/5,"晨鸣纸业
SZ000488",SZ000488,0.533,-0.0175,0.1262,连续2个月推荐,1,轻工制造,小市值,东北证券,,,2021-01-05,A000488
3002,3002,2021_01_part2.xlsx,2021/1/5,"金丹科技
SZ300829",SZ300829,0.3258,-0.0122,0.0911,连续2个月推荐,1,农林牧渔,小市值,东北证券,,,2021-01-05,A300829
3003,3003,2021_01_part2.xlsx,2021/1/5,"光 韵 达
SZ300227",SZ300227,0.0926,0.0203,0.0343,连续2个月推荐,1,电子,小市值,东北证券,,,2021-01-05,A300227
3004,3004,2021_01_part2.xlsx,2021/1/5,"京东方Ａ
SZ000725",SZ000725,0.557,-0.0016,0.03,连续5个月推荐,4,电子,大市值,东北证券,,,2021-01-05,A000725
3005,3005,2021_01_part2.xlsx,2021/1/5,"中远海控
SH601919",SH601919,0.974,0.0085,0.0164,连续3个月推荐,4,交通运输,大市值,东北证券,,,2021-01-05,A601919
3006,3006,2021_01_part2.xlsx,2021/1/5,"长春高新
SZ000661",SZ000661,0.4358,0.0036,0.0127,连续3个月推荐,6,医药生物,大市值,东北证券,,,2021-01-05,A000661
3007,3007,2021_01_part2.xlsx,2021/1/5,"今 世 缘
SH603369",SH603369,0.5379,-0.0107,-0.0281,近2个月首推,1,食品饮料,中市值,东北证券,,,2021-01-05,A603369
3008,3008,2021_01_part2.xlsx,2021/1/5,"特变电工
SH600089",SH600089,0.6527,-0.0313,0.2562,近5个月首推,2,电气设备,中市值,申港证券,,,2021-01-05,A600089
3009,3009,2021_01_part2.xlsx,2021/1/5,"三一重工
SH600031",SH600031,0.3094,-0.0067,0.1567,连续11个月推荐,7,机械设备,大市值,申港证券,,,2021-01-05,A600031
3010,3010,2021_01_part2.xlsx,2021/1/5,"东方财富
SZ300059",SZ300059,0.8628,-0.0166,0.1355,连续13个月推荐,9,非银金融,大市值,申港证券,,,2021-01-05,A300059
3011,3011,2021_01_part2.xlsx,2021/1/5,"中国中免
SH601888",SH601888,0.6281,-0.0428,0.0409,连续9个月推荐,6,休闲服务,大市值,申港证券,,,2021-01-05,A601888
3012,3012,2021_01_part2.xlsx,2021/1/5,"华域汽车
SH600741",SH600741,0.3287,0.034,0.0371,连续5个月推荐,3,汽车,中市值,申港证券,,,2021-01-05,A600741
3013,3013,2021_01_part2.xlsx,2021/1/5,"三七互娱
SZ002555",SZ002555,0.185,0.0295,0.0349,连续2个月推荐,4,传媒,中市值,申港证券,,,2021-01-05,A002555
3014,3014,2021_01_part2.xlsx,2021/1/5,"富临精工
SZ300432",SZ300432,0.8487,-0.0085,0.0254,近12个月首推,1,汽车,小市值,申港证券,,,2021-01-05,A300432
3015,3015,2021_01_part2.xlsx,2021/1/5,"长春高新
SZ000661",SZ000661,0.4358,0.0036,0.0127,连续3个月推荐,6,医药生物,大市值,申港证券,,,2021-01-05,A000661
3016,3016,2021_01_part2.xlsx,2021/1/5,"洛阳钼业
SH603993",SH603993,0.4064,-0.0514,-0.0304,连续2个月推荐,4,有色金属,中市值,申港证券,,,2021-01-05,A603993
3017,3017,2021_01_part2.xlsx,2021/1/5,"信邦制药
SZ002390",SZ002390,0.8067,-0.0152,-0.0436,近12个月首推,1,医药生物,小市值,申港证券,,,2021-01-05,A002390
3018,3018,2021_01_part2.xlsx,2021/1/5,"千方科技
SZ002373",SZ002373,0.2124,-0.0246,-0.069,近12个月首推,1,计算机,中市值,申港证券,,,2021-01-05,A002373
3019,3019,2021_01_part2.xlsx,2021/1/5,"天孚通信
SZ300394",SZ300394,0.3011,0.0027,-0.0791,连续3个月推荐,2,通信,小市值,申港证券,,,2021-01-05,A300394
3020,3020,2021_01_part2.xlsx,2021/1/5,"洋河股份
SZ002304",SZ002304,0.6496,-0.0345,-0.1355,连续3个月推荐,3,食品饮料,大市值,申港证券,,,2021-01-05,A002304
3021,3021,2021_01_part2.xlsx,2021/1/5,"亚 玛 顿
SZ002623",SZ002623,0.1723,-0.0403,-0.1448,近12个月首推,1,建筑材料,小市值,申港证券,,,2021-01-05,A002623
3022,3022,2021_01_part2.xlsx,2021/1/5,"华友钴业
SH603799",SH603799,0.7797,0.0062,0.2487,连续3个月推荐,3,有色金属,大市值,东吴证券,,,2021-01-05,A603799
3023,3023,2021_01_part2.xlsx,2021/1/5,"柏楚电子
科688188",科688188,0.9046,0.1246,0.1856,近2个月首推,1,计算机,小市值,东吴证券,,,2021-01-05,A688188
3024,3024,2021_01_part2.xlsx,2021/1/5,"招商银行
SH600036",SH600036,0.9016,-0.0272,0.1627,连续10个月推荐,6,银行,大市值,东吴证券,,,2021-01-05,A600036
3025,3025,2021_01_part2.xlsx,2021/1/5,"长城汽车
SH601633",SH601633,0.8412,-0.0056,0.1087,连续11个月推荐,2,汽车,大市值,东吴证券,,,2021-01-05,A601633
3026,3026,2021_01_part2.xlsx,2021/1/5,"分众传媒
SZ002027",SZ002027,0.5454,-0.03,0.1003,连续9个月推荐,2,传媒,大市值,东吴证券,,,2021-01-05,A002027
3027,3027,2021_01_part2.xlsx,2021/1/5,"宁德时代
SZ300750",SZ300750,0.98,-0.0154,0.0085,连续14个月推荐,5,电气设备,大市值,东吴证券,,,2021-01-05,A300750
3028,3028,2021_01_part2.xlsx,2021/1/5,"山西汾酒
SH600809",SH600809,0.9094,0.0335,-0.0023,近2个月首推,4,食品饮料,大市值,东吴证券,,,2021-01-05,A600809
3029,3029,2021_01_part2.xlsx,2021/1/5,"恒瑞医药
SH600276",SH600276,0.2509,-0.0148,-0.0691,连续4个月推荐,3,医药生物,大市值,东吴证券,,,2021-01-05,A600276
3030,3030,2021_01_part2.xlsx,2021/1/5,"火炬电子
SH603678",SH603678,0.579,-0.004,-0.1066,近2个月首推,2,国防军工,中市值,东吴证券,,,2021-01-05,A603678
3031,3031,2021_01_part2.xlsx,2021/1/5,"波司登
HK03998",HK03998,0.7535,0.0373,-0.1266,连续3个月推荐,2,港股,小市值,东吴证券,,,2021-01-05,AK03998
3032,3032,2021_01_part2.xlsx,2021/1/5,"泸州老窖
SZ000568",SZ000568,0.7075,-0.0325,0.1395,连续13个月推荐,7,食品饮料,大市值,中信证券,,,2021-01-05,A000568
3033,3033,2021_01_part2.xlsx,2021/1/5,"拓普集团
SH601689",SH601689,0.5061,0.0103,0.1345,连续2个月推荐,1,汽车,中市值,中信证券,,,2021-01-05,A601689
3034,3034,2021_01_part2.xlsx,2021/1/5,"中国中免
SH601888",SH601888,0.6281,-0.0428,0.0409,连续9个月推荐,6,休闲服务,大市值,中信证券,,,2021-01-05,A601888
3035,3035,2021_01_part2.xlsx,2021/1/5,"紫金矿业
SH601899",SH601899,0.6231,-0.0482,0.0334,连续6个月推荐,8,有色金属,大市值,中信证券,,,2021-01-05,A601899
3036,3036,2021_01_part2.xlsx,2021/1/5,"恒玄科技
科688608",科688608,0.2869,0.1096,0.006,近12个月首推,1,电子,小市值,中信证券,,,2021-01-05,A688608
3037,3037,2021_01_part2.xlsx,2021/1/5,"洛阳钼业
SH603993",SH603993,0.4064,-0.0514,-0.0304,连续2个月推荐,4,有色金属,中市值,中信证券,,,2021-01-05,A603993
3038,3038,2021_01_part2.xlsx,2021/1/5,"立讯精密
SZ002475",SZ002475,0.222,0.0208,-0.0538,连续13个月推荐,3,电子,大市值,中信证券,,,2021-01-05,A002475
3039,3039,2021_01_part2.xlsx,2021/1/5,"恩捷股份
SZ002812",SZ002812,0.9731,-0.0038,-0.0692,连续2个月推荐,2,化工,大市值,中信证券,,,2021-01-05,A002812
3040,3040,2021_01_part2.xlsx,2021/1/5,"苏垦农发
SH601952",SH601952,0.1555,-0.0113,-0.1735,连续3个月推荐,1,农林牧渔,小市值,中信证券,,,2021-01-05,A601952
3041,3041,2021_01_part2.xlsx,2021/1/5,"中航重机
SH600765",SH600765,0.6861,0.0163,-0.226,近12个月首推,1,国防军工,小市值,中信证券,,,2021-01-05,A600765
3042,3042,2021_01_part2.xlsx,2021/1/5,"中联重科
SZ000157",SZ000157,0.3532,-0.0279,0.2566,连续2个月推荐,3,机械设备,中市值,东莞证券,,,2021-01-05,A000157
3043,3043,2021_01_part2.xlsx,2021/1/5,"招商银行
SH600036",SH600036,0.9016,-0.0272,0.1627,连续10个月推荐,6,银行,大市值,东莞证券,,,2021-01-05,A600036
3044,3044,2021_01_part2.xlsx,2021/1/5,"华域汽车
SH600741",SH600741,0.3287,0.034,0.0371,连续5个月推荐,3,汽车,中市值,东莞证券,,,2021-01-05,A600741
3045,3045,2021_01_part2.xlsx,2021/1/5,"中炬高新
SH600872",SH600872,0.0552,-0.0169,0.0084,连续2个月推荐,1,食品饮料,中市值,东莞证券,,,2021-01-05,A600872
3046,3046,2021_01_part2.xlsx,2021/1/5,"用友网络
SH600588",SH600588,0.204,-0.0407,-0.0178,连续9个月推荐,3,计算机,大市值,东莞证券,,,2021-01-05,A600588
3047,3047,2021_01_part2.xlsx,2021/1/5,"美的集团
SZ000333",SZ000333,0.3374,-0.0103,-0.0214,连续8个月推荐,4,家用电器,大市值,东莞证券,,,2021-01-05,A000333
3048,3048,2021_01_part2.xlsx,2021/1/5,"万 科Ａ
SZ000002",SZ000002,0.0127,-0.021,-0.0317,连续8个月推荐,5,房地产,大市值,东莞证券,,,2021-01-05,A000002
3049,3049,2021_01_part2.xlsx,2021/1/5,"中信证券
SH600030",SH600030,0.2094,-0.0144,-0.0357,连续3个月推荐,1,非银金融,大市值,东莞证券,,,2021-01-05,A600030
3050,3050,2021_01_part2.xlsx,2021/1/5,"恒生电子
SH600570",SH600570,0.1815,0.0319,-0.0741,近2个月首推,1,计算机,中市值,东莞证券,,,2021-01-05,A600570
3051,3051,2021_01_part2.xlsx,2021/1/5,"中国平安
SH601318",SH601318,0.0217,-0.0336,-0.0908,连续6个月推荐,9,非银金融,大市值,东莞证券,,,2021-01-05,A601318
3052,3052,2021_01_part2.xlsx,2021/1/5,"豫园股份
SH600655",SH600655,0.5775,0.0041,0.1766,近12个月首推,1,商业贸易,小市值,山西证券,,,2021-01-05,A600655
3053,3053,2021_01_part2.xlsx,2021/1/5,"一 心 堂
SZ002727",SZ002727,0.2618,0.0133,0.1552,近3个月首推,1,医药生物,中市值,山西证券,,,2021-01-05,A002727
3054,3054,2021_01_part2.xlsx,2021/1/5,"招商证券
SH600999",SH600999,0.1946,-0.0145,0.1071,近12个月首推,1,非银金融,大市值,山西证券,,,2021-01-05,A600999
3055,3055,2021_01_part2.xlsx,2021/1/5,"太阳纸业
SZ002078",SZ002078,0.3242,0.0172,0.0963,近3个月首推,2,轻工制造,中市值,山西证券,,,2021-01-05,A002078
3056,3056,2021_01_part2.xlsx,2021/1/5,"先导智能
SZ300450",SZ300450,0.9348,0.0017,0.0656,近2个月首推,4,机械设备,中市值,山西证券,,,2021-01-05,A300450
3057,3057,2021_01_part2.xlsx,2021/1/5,"招商蛇口
SZ001979",SZ001979,0.0084,-0.0223,-0.1106,连续2个月推荐,1,房地产,中市值,山西证券,,,2021-01-05,A001979
3058,3058,2021_01_part2.xlsx,2021/1/5,"山西焦煤
SZ000983",SZ000983,0.9696,-0.0098,-0.1454,连续3个月推荐,2,采掘,中市值,山西证券,,,2021-01-05,A000983
3059,3059,2021_01_part2.xlsx,2021/1/5,"新 宙 邦
SZ300037",SZ300037,0.711,-0.008,-0.1824,连续4个月推荐,1,化工,中市值,山西证券,,,2021-01-05,A300037
3060,3060,2021_01_part2.xlsx,2021/1/5,"吉 比 特
SH603444",SH603444,0.7016,0.0474,-0.1948,近3个月首推,3,传媒,中市值,山西证券,,,2021-01-05,A603444
3061,3061,2021_01_part2.xlsx,2021/1/5,"广汽集团
SH601238",SH601238,0.4801,-0.0017,-0.2099,连续3个月推荐,2,汽车,中市值,山西证券,,,2021-01-05,A601238
3062,3062,2021_01_part3.xlsx,2021/1/5,"万华化学
SH600309",SH600309,0.6611,-0.0007,0.228,连续13个月推荐,2,化工,大市值,方正证券,,,2021-01-05,A600309
3063,3063,2021_01_part3.xlsx,2021/1/5,"我武生物
SZ300357",SZ300357,0.4071,-0.038,0.2125,连续2个月推荐,1,医药生物,中市值,方正证券,,,2021-01-05,A300357
3064,3064,2021_01_part3.xlsx,2021/1/5,"三一重工
SH600031",SH600031,0.3094,-0.0067,0.1567,连续11个月推荐,7,机械设备,大市值,方正证券,,,2021-01-05,A600031
3065,3065,2021_01_part3.xlsx,2021/1/5,"中国巨石
SH600176",SH600176,0.4609,-0.0313,0.1288,连续6个月推荐,5,化工,中市值,方正证券,,,2021-01-05,A600176
3066,3066,2021_01_part3.xlsx,2021/1/5,"鸿远电子
SH603267",SH603267,0.6435,-0.0255,0.0491,连续6个月推荐,1,国防军工,小市值,方正证券,,,2021-01-05,A603267
3067,3067,2021_01_part3.xlsx,2021/1/5,"中国中免
SH601888",SH601888,0.6281,-0.0428,0.0409,连续9个月推荐,6,休闲服务,大市值,方正证券,,,2021-01-05,A601888
3068,3068,2021_01_part3.xlsx,2021/1/5,"紫金矿业
SH601899",SH601899,0.6231,-0.0482,0.0334,连续6个月推荐,8,有色金属,大市值,方正证券,,,2021-01-05,A601899
3069,3069,2021_01_part3.xlsx,2021/1/5,"京东方Ａ
SZ000725",SZ000725,0.557,-0.0016,0.03,连续5个月推荐,4,电子,大市值,方正证券,,,2021-01-05,A000725
3070,3070,2021_01_part3.xlsx,2021/1/5,"金博股份
科688598",科688598,0.7682,-0.0113,0.0298,近12个月首推,1,有色金属,小市值,方正证券,,,2021-01-05,A688598
3071,3071,2021_01_part3.xlsx,2021/1/5,"广汽集团
SH601238",SH601238,0.4801,-0.0017,-0.2099,连续3个月推荐,2,汽车,中市值,方正证券,,,2021-01-05,A601238
3072,3072,2021_01_part3.xlsx,2021/1/5,"天齐锂业
SZ002466",SZ002466,0.6843,-0.0906,0.5266,连续2个月推荐,1,有色金属,中市值,光大证券,,,2021-01-05,A002466
3073,3073,2021_01_part3.xlsx,2021/1/5,"日月股份
SH603218",SH603218,0.2946,0.0219,0.3233,近3个月首推,1,电气设备,中市值,光大证券,,,2021-01-05,A603218
3074,3074,2021_01_part3.xlsx,2021/1/5,"平安银行
SZ000001",SZ000001,0.857,-0.0056,0.1939,近2个月首推,2,银行,大市值,光大证券,,,2021-01-05,A000001
3075,3075,2021_01_part3.xlsx,2021/1/5,"中国中免
SH601888",SH601888,0.6281,-0.0428,0.0409,连续9个月推荐,6,休闲服务,大市值,光大证券,,,2021-01-05,A601888
3076,3076,2021_01_part3.xlsx,2021/1/5,"华锦股份
SZ000059",SZ000059,0.903,-0.0026,-0.0217,近12个月首推,1,化工,小市值,光大证券,,,2021-01-05,A000059
3077,3077,2021_01_part3.xlsx,2021/1/5,"天坛生物
SH600161",SH600161,0.0559,0.0143,-0.0767,连续2个月推荐,1,医药生物,中市值,光大证券,,,2021-01-05,A600161
3078,3078,2021_01_part3.xlsx,2021/1/5,"航天发展
SZ000547",SZ000547,0.2626,0.0011,-0.0967,近2个月首推,2,国防军工,中市值,光大证券,,,2021-01-05,A000547
3079,3079,2021_01_part3.xlsx,2021/1/5,"万华化学
SH600309",SH600309,0.6611,-0.0007,0.228,连续13个月推荐,2,化工,大市值,华安证券,,,2021-01-05,A600309
